facility_num,hour_start,footfall_plan_b,plan_name,footfall_col,zscore_hod_baseline,is_anomaly_hod,matrix_profile_score,is_matrix_profile_anomaly,stl_score,is_stl_anomaly,isolation_forest_score,is_isolation_forest_anomaly,markov_score,markov_journey_count,is_markov_hour_anomaly,is_anomaly_consensus,zscore_score,zscore_norm,matrix_profile_norm,stl_norm,isolation_forest_norm,markov_norm,ensemble_score,method_agreement_count,is_consensus_anomaly
66340,2026-04-25 19:00:00+00:00,1812.69,plan_b,footfall_plan_b,2.1356812940771452,False,0.813101200826686,False,21.90875949286321,False,0.5206378124559308,False,316.6477433941975,124.0,False,False,2.1356812940771452,0.8974493068880216,0.08454465815926401,0.2933416332141675,0.36229929263595584,0.48508561408709366,0.424544,0,False
66338,2026-04-22 15:00:00+00:00,13.78,plan_b,footfall_plan_b,-0.6666103735397232,False,1.5024738312073946,False,29.916401954424288,False,0.6456303117474023,True,424.4645808055869,3.0,True,False,0.6666103735397232,0.2801209241082484,0.15622426374911327,0.4005578778689423,0.6201420833075445,0.6502546319490745,0.42146,2,True
66340,2026-04-25 15:00:00+00:00,2143.37,plan_b,footfall_plan_b,1.6189927992718298,False,0.6744907594765952,False,11.5357856054898,False,0.6906448387005666,True,316.6477433941975,275.0,False,False,1.6189927992718298,0.6803280852778391,0.0701322180234807,0.15445539903914585,0.7130010253733368,0.48508561408709366,0.4206,1,False
66330,2026-04-24 07:00:00+00:00,159.13,plan_b,footfall_plan_b,2.379723598520337,False,2.871635456731522,False,13.015811269365276,False,0.49267143942778635,False,210.04193898574997,42.0,False,False,2.379723598520337,1.0,0.2985869874507021,0.17427181747130494,0.30460840952364876,0.32177182715654074,0.419848,0,False
66330,2026-04-25 21:00:00+00:00,225.78,plan_b,footfall_plan_b,2.087671322194374,False,0.7226174303557881,False,20.627519578704746,False,0.49619227228966956,False,356.34289280764136,69.0,False,False,2.087671322194374,0.877274706815718,0.0751363342807042,0.27618680484148606,0.31187141630999393,0.5458962351358846,0.417273,0,False
66331,2026-04-26 18:00:00+00:00,283.17,plan_b,footfall_plan_b,1.8845211557947872,False,0.6744907594765952,False,1.0665882730975482,False,0.6314254283876156,False,401.161729637475,528.0,False,False,1.8845211557947872,0.7919075799250566,0.0701322180234807,0.014280806090341738,0.5908393108418873,0.6145560422553801,0.416343,0,False
66338,2026-04-22 17:00:00+00:00,8.64,plan_b,footfall_plan_b,1.37608157030684,False,0.8266812931932612,False,17.65875354062315,False,0.5376951078491748,False,508.74209366314096,1.0,True,False,1.37608157030684,0.5782526891620771,0.0859566893624353,0.23643728463130284,0.3974862092144275,0.7793627968771455,0.415499,1,False
66342,2026-04-26 13:00:00+00:00,3488.01,plan_b,footfall_plan_b,1.5425835796847442,False,1.299525359591337,False,0.35353547159102744,False,0.742510097630755,True,303.23053589532776,1729.0,False,True,1.5425835796847442,0.6482196422491632,0.135122082201134,0.004733571185052052,0.8199921102565942,0.46453124578761484,0.41452,2,True
66335,2026-04-26 13:00:00+00:00,1844.64,plan_b,footfall_plan_b,1.7863490465457958,False,1.1252029906514092,False,0.1405366044740667,False,0.6750984062335111,True,337.17117693788396,128.0,False,True,1.7863490465457958,0.750654003539113,0.11699638631413366,0.0018816782892808399,0.6809308167206926,0.5165263003746348,0.413398,2,True
66336,2026-04-25 16:00:00+00:00,994.85,plan_b,footfall_plan_b,0.7683891121133897,False,7.069700675525483,True,14.937903896216461,False,0.4862954463974961,False,336.0638910981524,65.0,False,False,0.7683891121133897,0.32289006697717254,0.7350935237740742,0.2000071764510365,0.29145558959003853,0.5148300039609022,0.412855,1,False
